,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,fav
266,0.622,0.576,7.0,-10.019,0.0275,0.373,0.0248,0.0797,0.732,133.025,4.0,fav
267,0.714,0.244,8.0,-14.421,0.863,0.643,,0.409,0.827,130.765,3.0,fav
268,0.361,0.47,,-9.765,0.0324,0.565,0.000396,0.0728,0.431,200.273,4.0,fav
269,0.63,0.772,2.0,-8.366,0.0251,0.124,0.000432,0.116,0.717,128.133,4.0,fav
270,0.615,0.476,2.0,-12.205,0.0337,0.161,0.0334,0.0946,0.611,91.584,4.0,fav
271,0.369,0.546,2.0,-10.049,0.0327,0.18,0.925,0.112,0.0518,170.13,3.0,fav
272,0.581,0.163,5.0,-14.686,0.0447,0.923,,0.118,0.475,77.748,4.0,fav
273,0.566,0.621,,-8.762,0.0263,0.091,9.5e-06,0.0882,0.4,112.149,4.0,fav
274,0.556,0.663,7.0,-8.965,0.0261,0.322,0.000773,0.129,0.446,113.118,3.0,fav
275,0.579,0.662,9.0,-6.885,0.0245,0.000625,3.89e-06,0.117,0.574,102.951,4.0,fav
276,0.505,0.439,,-9.952,0.0268,0.801,0.0217,0.104,0.0401,134.194,3.0,fav
277,0.608,0.65,3.0,-11.816,0.0469,0.517,0.000689,0.115,0.198,158.706,4.0,fav
278,0.487,0.22,7.0,-11.67,0.0324,0.741,4.9e-06,0.115,0.0965,84.028,3.0,fav
279,0.635,0.806,,-6.343,0.0286,0.0298,0.000219,0.1,0.691,113.723,4.0,fav
280,0.644,0.861,7.0,-6.053,0.0369,0.00134,,0.274,0.843,116.021,4.0,fav
281,0.361,0.47,,-9.765,0.0324,0.565,0.000396,0.0728,0.431,200.273,4.0,fav
282,0.621,0.853,2.0,-5.735,0.0253,0.0767,3.26e-06,0.0893,0.714,128.142,4.0,fav
283,0.615,0.476,2.0,-12.205,0.0337,0.161,0.0334,0.0946,0.611,91.584,4.0,fav
284,0.369,0.546,2.0,-10.049,0.0327,0.18,0.925,0.112,0.0518,170.13,3.0,fav
285,0.517,0.206,5.0,-12.233,0.0421,0.924,,0.118,0.489,80.401,4.0,fav
286,0.566,0.621,,-8.762,0.0263,0.091,9.5e-06,0.0882,0.4,112.149,4.0,fav
287,0.556,0.663,7.0,-8.965,0.0261,0.322,0.000773,0.129,0.446,113.118,3.0,fav
288,0.579,0.662,9.0,-6.885,0.0245,0.000625,3.89e-06,0.117,0.574,102.951,4.0,fav
289,0.505,0.439,,-9.952,0.0268,0.801,0.0217,0.104,0.0401,134.194,3.0,fav
290,0.608,0.65,3.0,-11.816,0.0469,0.517,0.000689,0.115,0.198,158.706,4.0,fav
291,0.487,0.22,7.0,-11.67,0.0324,0.741,4.9e-06,0.115,0.0965,84.028,3.0,fav
292,0.311,0.742,,-7.844,0.0419,0.00386,0.00147,0.124,0.19,123.572,4.0,fav
293,0.696,0.378,,-12.495,0.0258,0.0762,0.000801,0.677,0.0852,109.795,4.0,fav
294,0.752,0.544,9.0,-10.373,0.0314,0.343,0.0811,0.109,0.723,115.803,4.0,fav
295,0.581,0.565,4.0,-7.525,0.0263,0.000456,0.0122,0.114,0.208,104.669,4.0,fav
296,0.423,0.761,6.0,-6.593,0.0278,0.00559,0.000535,0.215,0.781,175.349,4.0,fav
297,0.567,0.644,6.0,-8.552,0.0322,0.438,0.154,0.0896,0.0655,146.681,4.0,fav
298,0.44,0.446,9.0,-9.928,0.031,0.39,0.569,0.179,0.201,127.372,4.0,fav
299,0.597,0.0958,2.0,-17.319,0.0329,0.775,0.0188,0.11,0.0961,77.681,3.0,fav
300,0.614,0.571,10.0,-9.214,0.0242,0.0383,8.78e-05,0.0838,0.711,95.951,3.0,fav
301,0.344,0.776,11.0,-6.638,0.0309,0.119,0.12,0.112,0.316,87.325,4.0,fav
302,0.64,0.321,3.0,-12.581,0.0292,0.809,0.00126,0.107,0.356,135.799,4.0,fav
303,0.311,0.742,,-7.844,0.0419,0.00386,0.00147,0.124,0.19,123.572,4.0,fav
304,0.696,0.378,,-12.495,0.0258,0.0762,0.000801,0.677,0.0852,109.795,4.0,fav
305,0.752,0.544,9.0,-10.373,0.0314,0.343,0.0811,0.109,0.723,115.803,4.0,fav
306,0.581,0.565,4.0,-7.525,0.0263,0.000456,0.0122,0.114,0.208,104.669,4.0,fav
307,0.423,0.761,6.0,-6.593,0.0278,0.00559,0.000535,0.215,0.781,175.349,4.0,fav
308,0.567,0.644,6.0,-8.552,0.0322,0.438,0.154,0.0896,0.0655,146.681,4.0,fav
309,0.44,0.446,9.0,-9.928,0.031,0.39,0.569,0.179,0.201,127.372,4.0,fav
310,0.597,0.0958,2.0,-17.319,0.0329,0.775,0.0188,0.11,0.0961,77.681,3.0,fav
311,0.614,0.571,10.0,-9.214,0.0242,0.0383,8.78e-05,0.0838,0.711,95.951,3.0,fav
312,0.344,0.776,11.0,-6.638,0.0309,0.119,0.12,0.112,0.316,87.325,4.0,fav
313,0.64,0.321,3.0,-12.581,0.0292,0.809,0.00126,0.107,0.356,135.799,4.0,fav
314,0.64,0.728,2.0,-9.679,0.0409,0.136,0.166,0.105,0.881,119.703,4.0,fav
315,0.695,0.227,,-11.035,0.0417,0.000751,0.552,0.0925,0.626,94.536,3.0,fav
316,0.813,0.505,6.0,-10.322,0.0342,0.75,0.182,0.1,0.685,115.981,4.0,fav
317,0.715,0.515,1.0,-8.186,0.0279,0.116,0.000783,0.0737,0.402,99.375,4.0,fav
318,0.556,0.226,7.0,-14.004,0.0372,0.83,0.00835,0.124,0.469,135.942,4.0,fav
319,0.61,0.323,9.0,-10.982,0.0275,0.881,0.00201,0.105,0.111,79.064,4.0,fav
320,0.604,0.39,9.0,-8.47,0.0377,0.0354,0.317,0.11,0.552,120.204,4.0,fav
321,0.35,0.222,2.0,-14.018,0.0313,0.93,0.476,0.214,0.235,80.852,3.0,fav
322,0.434,0.655,10.0,-9.181,0.027,0.0137,0.00232,0.286,0.472,179.175,3.0,fav
323,0.509,0.679,11.0,-10.16,0.0393,0.0067,0.000431,0.083,0.766,165.345,4.0,fav
324,0.478,0.272,4.0,-13.717,0.0429,0.877,0.00368,0.0969,0.352,140.735,4.0,fav
325,0.487,0.833,4.0,-7.007,0.0323,0.484,0.0175,0.286,0.724,94.076,4.0,fav
326,0.662,0.509,4.0,-8.909,0.0429,0.573,0.064,0.0904,0.512,115.639,4.0,fav
327,0.187,0.767,4.0,-9.413,0.035,0.574,4.58e-05,0.104,0.531,91.522,4.0,fav
328,0.436,0.892,2.0,-5.97,0.0399,0.272,0.368,0.101,0.505,143.692,4.0,fav
329,0.246,0.846,8.0,-6.214,0.031,0.073,2.69e-05,0.19,0.894,99.038,4.0,fav
330,0.259,0.931,9.0,-5.364,0.0665,0.556,0.00439,0.152,0.368,145.836,3.0,fav
331,0.322,0.819,9.0,-7.384,0.0317,0.736,0.00531,0.198,0.672,88.244,4.0,fav
332,0.265,0.672,2.0,-8.509,0.0426,0.855,0.942,0.0838,0.0529,145.236,3.0,fav
333,0.506,0.915,9.0,-6.03,0.0473,0.00785,,0.11,0.963,112.792,4.0,fav
334,0.276,0.671,9.0,-5.6,0.0317,0.00163,,0.401,0.627,159.023,4.0,fav
335,0.391,0.886,9.0,-5.314,0.041,0.00373,0.000403,0.337,0.831,78.377,4.0,fav
336,0.603,0.838,,-8.013,0.0465,0.00354,,0.0413,0.923,132.1,4.0,fav
337,0.652,0.982,1.0,-7.379,0.107,0.743,0.000259,0.105,0.329,96.125,4.0,fav
338,0.33,0.536,7.0,-8.113,0.031,0.308,0.704,0.157,0.155,106.017,3.0,fav
339,0.358,0.548,4.0,-9.423,0.0297,0.738,2.66e-05,0.18,0.47,169.856,4.0,fav
340,0.385,0.626,4.0,-8.521,0.0323,0.62,0.00474,0.148,0.308,108.026,3.0,fav
341,0.422,0.628,3.0,-8.693,0.0338,0.0855,0.733,0.257,0.146,126.166,3.0,fav
342,0.592,0.375,,-13.218,0.0404,0.713,0.712,0.0779,0.162,81.7,4.0,fav
343,0.547,0.195,4.0,-18.23,0.0402,0.865,1.17e-06,0.128,0.171,91.908,4.0,fav
344,0.505,0.753,9.0,-7.75,0.0284,0.022,0.0091,0.0764,0.534,92.016,4.0,fav
345,0.601,0.668,7.0,-8.212,0.0397,0.000714,0.0208,0.101,0.75,79.049,4.0,fav
346,0.66,0.459,2.0,-10.111,0.0279,0.0938,0.00876,0.171,0.358,98.077,4.0,fav
347,0.466,0.932,7.0,-6.956,0.0375,0.0402,0.00525,0.159,0.697,152.989,3.0,fav
348,0.588,0.827,,-7.474,0.042,0.0576,0.00395,0.116,0.424,152.997,4.0,fav
349,0.369,0.429,5.0,-9.991,0.0327,0.793,1.95e-05,0.123,0.196,138.833,3.0,fav
350,0.193,0.294,4.0,-20.522,0.0448,0.67,0.949,0.117,0.0391,65.118,4.0,fav
351,0.275,0.0231,7.0,-21.163,0.041,0.946,0.906,0.179,0.0565,117.169,3.0,fav
352,0.196,0.142,4.0,-19.539,0.0359,0.918,0.772,0.0901,0.0368,79.277,4.0,fav
353,0.442,0.0635,4.0,-18.305,0.0353,0.722,0.369,0.0931,0.0616,40.068,3.0,fav
354,0.297,0.272,11.0,-21.021,0.0627,0.666,0.899,0.0888,0.0603,100.533,4.0,fav
355,0.28,0.259,,-23.342,0.0617,0.553,0.936,0.0994,0.032,66.167,3.0,fav
356,0.273,0.24,7.0,-22.815,0.0393,0.796,0.993,0.12,0.0437,89.859,4.0,fav
357,0.496,0.361,1.0,-18.231,0.0612,0.226,0.698,0.131,0.073,119.985,4.0,fav
358,0.297,0.266,4.0,-16.048,0.0414,0.728,0.95,0.854,0.0366,119.994,3.0,fav
359,0.256,0.087,10.0,-22.179,0.0447,0.817,0.943,0.108,0.0331,118.759,3.0,fav
360,0.304,0.0936,1.0,-21.814,0.05,0.506,0.86,0.109,0.0362,116.394,3.0,fav
361,0.441,0.19,2.0,-23.832,0.304,0.82,,0.128,0.0387,140.191,1.0,fav
362,0.594,0.613,2.0,-9.238,0.0309,0.508,0.707,0.0826,0.0722,120.0,3.0,fav
363,0.589,0.557,9.0,-7.578,0.0232,0.135,2.75e-06,0.113,0.249,95.038,4.0,fav
364,0.437,0.765,9.0,-6.968,0.0506,0.0366,0.00217,0.113,0.723,169.839,4.0,fav
365,0.614,0.681,7.0,-6.036,0.03,0.257,,0.122,0.578,120.921,4.0,fav
366,0.275,0.602,4.0,-7.797,0.0353,0.441,0.00155,0.0704,0.334,99.818,3.0,fav
367,0.761,0.605,9.0,-7.495,0.0285,0.476,2.12e-05,0.121,0.909,117.979,4.0,fav
368,0.559,0.538,,-6.26,0.0422,0.229,,0.087,0.558,154.019,4.0,fav
369,0.485,0.489,1.0,-6.856,0.027,0.00451,1.1e-05,0.0858,0.268,85.073,4.0,fav
370,0.247,0.371,7.0,-8.073,0.0313,0.441,0.0023,0.115,0.138,154.812,3.0,fav
371,0.559,0.574,9.0,-8.398,0.0314,0.27,0.00118,0.166,0.189,123.805,4.0,fav
372,0.502,0.392,9.0,-8.135,0.0302,0.84,1.01e-05,0.212,0.188,109.453,4.0,fav
373,0.539,0.849,9.0,-5.474,0.0285,0.327,,0.125,0.35,97.03,4.0,fav
374,0.415,0.908,2.0,-5.59,0.0538,0.0011,2.25e-05,0.0866,0.606,167.857,4.0,fav
375,0.633,0.86,2.0,-4.945,0.0578,0.1,2.9e-05,0.411,0.792,126.042,4.0,fav
376,0.245,0.54,4.0,-7.153,0.0343,0.156,0.000355,0.107,0.269,93.622,4.0,fav
377,0.442,0.473,9.0,-8.63,0.0394,0.616,1.17e-06,0.0693,0.547,172.879,3.0,fav
378,0.499,0.702,5.0,-6.609,0.027,0.022,0.000183,0.48,0.693,153.924,4.0,fav
379,0.589,0.767,1.0,-5.752,0.059,0.0317,0.00914,0.0773,0.223,99.977,4.0,fav
380,0.538,0.652,,-8.668,0.0351,0.413,0.0345,0.109,0.331,83.022,4.0,fav
381,0.529,0.858,5.0,-7.28,0.0943,0.0643,0.00179,0.17,0.294,130.014,4.0,fav
382,0.483,0.569,9.0,-7.389,0.0322,0.387,0.0747,0.172,0.181,108.023,4.0,fav
383,0.59,0.661,9.0,-7.252,0.0391,0.0561,0.128,0.12,0.687,129.019,4.0,fav
384,0.492,0.816,9.0,-5.191,0.0624,0.125,0.874,0.104,0.38,151.972,4.0,fav
385,0.569,0.676,9.0,-6.628,0.0283,0.356,0.00849,0.168,0.313,122.03,4.0,fav
386,0.538,0.634,11.0,-5.942,0.0254,0.12,0.747,0.0303,0.585,98.889,4.0,fav
387,0.433,0.919,11.0,-5.252,0.0689,0.00892,0.357,0.137,0.67,191.97,4.0,fav
388,0.605,0.42,9.0,-10.474,0.0285,0.405,0.533,0.133,0.551,82.026,3.0,fav
389,0.428,0.693,3.0,-5.555,0.0263,0.383,0.823,0.137,0.344,177.818,4.0,fav
390,0.47,0.919,11.0,-4.419,0.0855,0.0357,0.948,0.157,0.459,161.5,4.0,fav
391,0.531,0.609,2.0,-6.637,0.0271,0.102,0.0239,0.289,0.616,113.995,4.0,fav
392,0.464,0.661,9.0,-6.267,0.0276,0.268,0.000603,0.0863,0.312,171.898,4.0,fav
393,0.528,0.705,11.0,-5.692,0.0259,0.229,0.00774,0.0559,0.563,88.472,4.0,fav
394,0.421,0.266,2.0,-8.077,0.027,0.932,0.295,0.13,0.0841,152.557,3.0,fav
395,0.507,0.559,10.0,-7.139,0.0278,0.388,0.00212,0.0908,0.449,149.88,4.0,fav
396,0.532,0.169,11.0,-11.996,0.0346,0.967,0.000153,0.111,0.35,126.923,5.0,fav
397,0.524,0.938,9.0,-5.458,0.0729,0.0309,0.0384,0.939,0.352,128.957,4.0,fav
398,0.486,0.892,9.0,-4.721,0.0383,0.477,0.00916,0.753,0.263,84.141,4.0,fav
399,0.51,0.942,9.0,-4.644,0.115,0.0585,0.163,0.481,0.142,151.983,4.0,fav
400,0.466,0.612,9.0,-11.267,0.311,0.861,,0.458,0.338,125.566,1.0,fav
401,0.501,0.803,9.0,-4.988,0.0335,0.462,0.0525,0.7,0.313,122.152,4.0,fav
402,0.502,0.957,11.0,-4.947,0.0564,0.0309,0.862,0.783,0.638,162.053,4.0,fav
403,0.441,0.869,,-4.656,0.039,0.176,0.0065,0.727,0.472,150.753,4.0,fav
404,0.535,0.77,11.0,-5.74,0.0268,0.136,0.642,0.228,0.598,100.151,4.0,fav
405,0.463,0.905,,-4.944,0.0704,0.0977,0.000657,0.934,0.361,97.461,4.0,fav
406,0.441,0.852,9.0,-5.272,0.0399,0.496,0.0012,0.72,0.434,170.843,4.0,fav
407,0.392,0.354,7.0,-10.209,0.03,0.769,0.000324,0.897,0.0937,89.004,4.0,fav
408,0.33,0.818,9.0,-5.808,0.0465,0.154,0.309,0.769,0.39,188.387,4.0,fav
409,0.38,0.599,2.0,-5.186,0.0312,0.719,0.259,0.507,0.235,120.407,4.0,fav
410,0.526,0.915,11.0,-5.328,0.0837,0.13,0.0275,0.953,0.155,132.968,4.0,fav
411,0.512,0.913,11.0,-4.454,0.0389,0.0588,0.00132,0.92,0.541,90.004,4.0,fav
412,0.379,0.94,2.0,-4.631,0.0761,0.102,0.000969,0.43,0.745,187.732,4.0,fav
413,0.318,0.947,,-4.847,0.0851,0.0753,0.146,0.257,0.526,129.851,4.0,fav
414,0.226,0.686,4.0,-6.258,0.0396,0.343,0.155,0.719,0.347,179.874,3.0,fav
415,0.426,0.941,3.0,-5.322,0.0835,0.105,0.661,0.684,0.307,161.918,4.0,fav
416,0.393,0.961,9.0,-4.609,0.0847,0.0142,0.0682,0.849,0.702,194.093,4.0,fav
417,0.287,0.835,,-5.241,0.0498,0.0656,0.22,0.969,0.185,151.546,4.0,fav
418,0.173,0.688,,-6.856,0.045,0.603,0.714,0.972,0.105,170.066,4.0,fav
419,0.314,0.926,4.0,-4.865,0.101,0.115,0.146,0.773,0.173,143.127,4.0,fav
420,0.592,0.915,4.0,-6.66,0.124,0.332,0.31,0.281,0.225,116.759,4.0,fav
421,0.467,0.646,4.0,-7.205,0.0282,0.34,0.527,0.441,0.0854,90.99,4.0,fav
422,0.59,0.665,9.0,-7.253,0.0391,0.0555,0.12,0.121,0.699,129.018,4.0,fav
423,0.496,0.808,9.0,-5.199,0.0626,0.163,0.857,0.107,0.357,151.93,4.0,fav
424,0.566,0.665,9.0,-6.629,0.0283,0.372,0.00798,0.146,0.274,122.036,4.0,fav
425,0.545,0.623,11.0,-5.955,0.0252,0.13,0.601,0.0315,0.608,98.944,4.0,fav
426,0.431,0.923,11.0,-4.606,0.0715,0.01,0.352,0.127,0.584,191.94,4.0,fav
427,0.605,0.403,9.0,-10.416,0.0286,0.391,0.385,0.12,0.529,82.021,3.0,fav
428,0.428,0.688,3.0,-5.574,0.0262,0.403,0.862,0.137,0.347,177.735,4.0,fav
429,0.469,0.916,11.0,-4.433,0.0856,0.0273,0.948,0.134,0.486,161.503,4.0,fav
430,0.528,0.606,2.0,-6.714,0.0275,0.0977,0.0245,0.285,0.585,113.999,4.0,fav
431,0.455,0.673,9.0,-6.302,0.0295,0.274,0.000945,0.0863,0.307,171.719,4.0,fav
432,0.534,0.709,11.0,-5.681,0.026,0.28,0.00327,0.06,0.513,88.479,4.0,fav
433,0.306,0.256,2.0,-8.056,0.0294,0.935,0.318,0.128,0.0796,152.592,3.0,fav
434,0.438,0.747,4.0,-7.299,0.0454,0.464,0.183,0.679,0.0988,90.487,4.0,fav
435,0.4,0.749,,-5.214,0.0366,0.252,0.000269,0.685,0.188,98.959,4.0,fav
436,0.607,0.328,,-18.388,0.898,0.844,1.01e-06,0.944,0.638,103.971,4.0,fav
437,0.234,0.585,,-7.192,0.0342,0.361,0.118,0.878,0.208,94.211,4.0,fav
438,0.231,0.706,4.0,-5.508,0.051,0.353,0.0368,0.711,0.39,93.588,3.0,fav
439,0.487,0.844,7.0,-4.521,0.0488,0.635,0.0206,0.727,0.339,141.2,4.0,fav
440,0.382,0.647,7.0,-3.425,0.0355,0.374,0.000164,0.708,0.725,168.831,5.0,fav
441,0.308,0.726,9.0,-6.327,0.0393,0.214,0.592,0.699,0.343,91.733,4.0,fav
442,0.425,0.867,2.0,-4.824,0.051,0.192,0.00342,0.955,0.272,93.14,4.0,fav
443,0.273,0.533,7.0,-7.757,0.0315,0.659,0.0533,0.791,0.144,89.348,4.0,fav
444,0.351,0.818,,-5.213,0.0598,0.191,0.437,0.674,0.443,152.973,4.0,fav
445,0.396,0.84,6.0,-4.852,0.1,0.416,0.00704,0.696,0.153,136.276,4.0,fav
446,0.313,0.903,4.0,-4.73,0.214,0.345,0.000718,0.696,0.302,166.659,4.0,fav
447,0.25,0.896,,-4.964,0.0735,0.0145,0.0294,0.983,0.621,97.066,3.0,fav
448,0.382,0.454,9.0,-10.388,0.052,0.891,0.000357,0.662,0.145,125.371,4.0,fav
449,0.333,0.676,2.0,-6.489,0.0461,0.688,0.297,0.731,0.106,112.772,4.0,fav
450,0.694,0.287,10.0,-16.32,0.772,0.9,,0.21,0.962,103.306,3.0,fav
451,0.734,0.32,10.0,-15.144,0.783,0.832,,0.337,0.944,108.246,4.0,fav
452,0.683,0.205,1.0,-17.009,0.828,0.898,1.94e-06,0.195,0.843,78.25,3.0,fav
453,0.75,0.234,11.0,-15.311,0.89,0.909,,0.14,0.754,48.34,3.0,fav
454,0.767,0.315,3.0,-15.604,0.864,0.831,,0.182,0.921,80.045,4.0,fav
455,0.785,0.347,2.0,-16.079,0.639,0.838,,0.273,0.96,90.766,3.0,fav
456,0.584,0.182,1.0,-17.193,0.877,0.886,,0.328,0.925,173.66,3.0,fav
457,0.672,0.152,10.0,-19.336,0.876,0.903,,0.138,0.823,101.706,4.0,fav
458,0.741,0.349,8.0,-16.781,0.615,0.854,,0.267,0.892,85.272,5.0,fav
459,0.762,0.294,10.0,-16.814,0.874,0.808,,0.205,0.914,65.613,4.0,fav
460,0.73,0.211,1.0,-18.996,0.501,0.898,1.71e-05,0.126,0.869,111.352,4.0,fav
461,0.658,0.296,10.0,-18.909,0.856,0.839,1.03e-06,0.127,0.753,92.553,3.0,fav
462,0.762,0.331,1.0,-16.953,0.9,0.755,,0.168,0.852,81.006,1.0,fav
463,0.708,0.309,11.0,-16.317,0.786,0.825,,0.187,0.955,102.609,3.0,fav
464,0.683,0.223,11.0,-18.666,0.926,0.901,,0.168,0.877,101.315,4.0,fav
465,0.77,0.291,1.0,-17.762,0.814,0.793,,0.171,0.902,63.695,3.0,fav
466,0.612,0.162,9.0,-13.138,0.0397,0.912,0.841,0.0933,0.0475,115.885,4.0,fav
467,0.481,0.0192,,-12.887,0.185,0.388,0.868,0.0921,0.438,143.694,4.0,fav
468,0.464,0.482,,-9.907,0.031,0.6,0.95,0.0751,0.0376,81.99,4.0,fav
469,0.805,0.352,7.0,-11.017,0.0324,0.0269,0.873,0.213,0.727,125.047,3.0,fav
470,0.367,0.1,9.0,-25.164,0.0625,0.996,0.913,0.0757,0.0345,79.502,4.0,fav
471,0.601,0.368,11.0,-11.6,0.0311,0.7,0.363,0.119,0.247,120.091,4.0,fav
472,0.408,0.545,4.0,-17.217,0.0745,0.981,0.852,0.237,0.0363,88.104,3.0,fav
473,0.622,0.434,4.0,-9.906,0.0263,0.792,0.0179,0.118,0.305,92.979,4.0,fav
474,0.351,0.219,2.0,-18.663,0.0505,0.545,0.771,0.108,0.0748,147.866,3.0,fav
475,0.613,0.362,2.0,-10.701,0.0419,0.772,0.889,0.11,0.206,183.729,4.0,fav
476,0.476,0.0561,1.0,-20.096,0.0955,0.662,0.924,0.111,0.0313,108.573,3.0,fav
477,0.615,0.253,9.0,-12.813,0.0292,0.817,0.0257,0.0809,0.197,111.974,4.0,fav
478,0.38,0.0172,5.0,-24.725,0.0417,0.947,0.00831,0.0453,0.0813,66.765,3.0,fav
479,0.665,0.489,7.0,-8.572,0.0285,0.7,0.0489,0.683,0.577,117.292,4.0,fav
480,0.504,0.436,4.0,-9.641,0.0276,0.503,0.68,0.118,0.0506,90.114,4.0,fav
481,0.464,0.741,9.0,-6.5,0.0317,0.692,0.0577,0.108,0.278,161.985,4.0,fav
482,0.271,0.699,7.0,-4.37,0.0386,0.0912,0.0197,0.107,0.552,168.585,5.0,fav
483,0.653,0.455,2.0,-7.86,0.0296,0.762,0.366,0.118,0.157,114.89,4.0,fav
484,0.441,0.726,,-6.202,0.0291,0.27,0.538,0.112,0.452,144.784,4.0,fav
485,0.637,0.815,4.0,-5.72,0.0367,0.546,0.235,0.17,0.562,114.967,4.0,fav
486,0.262,0.513,4.0,-6.993,0.0302,0.884,0.0192,0.0952,0.473,182.886,3.0,fav
487,0.366,0.627,2.0,-5.85,0.0297,0.557,0.0254,0.109,0.384,121.35,3.0,fav
488,0.453,0.869,,-5.422,0.0414,0.042,0.422,0.173,0.542,156.013,4.0,fav
489,0.47,0.4,,-9.817,0.0249,0.887,0.518,0.11,0.0969,90.94,4.0,fav
490,0.467,0.85,9.0,-6.093,0.0516,0.0502,0.00208,0.108,0.484,143.946,4.0,fav
491,0.542,0.509,,-8.431,0.0291,0.911,0.218,0.106,0.103,119.018,4.0,fav
492,0.623,0.592,4.0,-5.429,0.0321,0.232,0.00777,0.165,0.401,135.95,3.0,fav
493,0.587,0.862,6.0,-2.63,0.0464,0.378,,0.152,0.332,132.048,4.0,fav
494,0.388,0.865,2.0,-2.615,0.0374,0.654,3.61e-06,0.106,0.303,91.725,4.0,fav
495,0.559,0.742,9.0,-3.945,0.0243,0.411,0.0107,0.133,0.482,92.959,4.0,fav
496,0.554,0.9,4.0,-3.654,0.0366,0.00382,8.26e-06,0.133,0.569,140.023,4.0,fav
497,0.584,0.36,2.0,-9.73,0.0484,0.83,0.00392,0.0867,0.212,79.919,4.0,fav
498,0.311,0.767,10.0,-3.637,0.0472,0.671,,0.0775,0.318,168.718,3.0,fav
499,0.42,0.897,9.0,-3.963,0.0533,6.25e-06,0.799,0.143,0.523,133.965,4.0,fav
500,0.187,0.888,7.0,-3.575,0.0452,3.77e-05,0.603,0.197,0.584,201.274,4.0,fav
501,0.418,0.918,11.0,-3.549,0.0353,0.00191,0.00843,0.28,0.691,169.944,4.0,fav
502,0.413,0.969,,-2.65,0.07,0.000113,0.833,0.156,0.406,132.937,4.0,fav
503,0.485,0.787,7.0,-4.365,0.0333,4.87e-05,0.903,0.363,0.306,113.956,4.0,fav
504,0.0758,0.175,10.0,-30.943,0.0625,0.96,0.832,0.111,0.0673,175.78,1.0,fav
505,0.569,0.901,,-3.862,0.0672,0.00432,0.774,0.12,0.473,129.019,4.0,fav
506,0.502,0.975,11.0,-3.102,0.043,1.32e-05,0.74,0.166,0.696,133.928,4.0,fav
507,0.458,0.912,9.0,-2.82,0.039,0.00024,0.867,0.194,0.462,118.993,4.0,fav
508,0.145,0.894,8.0,-4.032,0.0766,0.000455,0.7,0.245,0.112,141.162,4.0,fav
509,0.417,0.955,7.0,-2.786,0.0442,0.000124,0.734,0.269,0.363,105.718,4.0,fav
510,0.233,0.231,10.0,-25.769,0.0387,0.982,0.968,0.124,0.0783,86.292,4.0,fav
511,0.411,0.793,2.0,-3.638,0.0303,4.71e-05,0.339,0.14,0.234,96.239,4.0,fav
512,0.485,0.94,11.0,-5.623,0.0726,0.124,0.00922,0.427,0.264,128.89,4.0,fav
513,0.351,0.959,,-5.173,0.0914,0.0401,0.038,0.305,0.529,138.873,4.0,fav
514,0.318,0.816,11.0,-6.295,0.0444,0.0181,0.00161,0.666,0.291,111.18,4.0,fav
515,0.3,0.816,4.0,-7.565,0.0754,0.293,0.29,0.0919,0.108,121.969,4.0,fav
516,0.175,0.897,4.0,-5.997,0.0789,0.0687,0.0095,0.567,0.119,85.083,4.0,fav
517,0.354,0.719,8.0,-7.763,0.0269,0.249,0.965,0.0763,0.165,97.158,4.0,fav
518,,0.175,9.0,-31.009,,0.88,,,,,,fav
519,0.654,0.05,4.0,-34.509,0.693,0.74,,0.269,0.53,126.681,4.0,fav
520,0.705,0.045,9.0,-32.205,0.871,0.212,,0.149,0.638,80.15,4.0,fav
521,0.58,0.0566,,-32.571,0.911,0.695,,0.289,0.547,80.524,3.0,fav
522,0.624,0.0453,4.0,-33.485,0.944,0.527,,0.249,0.546,72.103,3.0,fav
523,0.723,0.0764,11.0,-30.706,0.857,0.757,,0.174,0.653,61.303,4.0,fav
524,0.611,0.0938,,-29.558,0.915,0.772,,0.253,0.613,77.352,3.0,fav
525,0.591,0.0597,11.0,-36.544,0.937,0.259,,0.407,0.476,96.144,4.0,fav
526,0.532,0.0639,4.0,-36.943,0.932,0.331,,0.299,0.551,173.654,3.0,fav
527,0.684,0.0294,,-32.906,0.751,0.24,,0.322,0.487,124.867,1.0,fav
528,0.62,0.066,11.0,-33.307,0.93,0.474,,0.438,0.359,101.495,4.0,fav
529,0.647,0.059,4.0,-37.135,0.914,0.458,,0.234,0.578,79.151,3.0,fav
530,0.608,0.0606,11.0,-35.429,0.92,0.674,,0.192,0.858,134.584,4.0,fav
531,0.638,0.103,9.0,-28.178,0.906,0.838,,0.292,0.633,92.079,4.0,fav
532,0.697,0.0771,4.0,-31.407,0.899,0.651,,0.257,0.582,129.046,1.0,fav
533,0.26,0.91,7.0,-5.765,0.059,4.23e-05,0.532,0.278,0.349,84.507,4.0,fav
534,0.326,0.789,9.0,-5.066,0.0386,8.48e-06,0.637,0.273,0.526,105.974,4.0,fav
535,0.409,0.953,9.0,-4.608,0.0756,9.97e-06,0.911,0.291,0.517,135.154,4.0,fav
536,0.477,0.772,7.0,-6.232,0.0342,2.88e-05,0.232,0.273,0.311,108.992,4.0,fav
537,0.439,0.816,,-5.049,0.0351,0.000648,0.486,0.0742,0.51,102.913,4.0,fav
